5.983051,0.548553,2.067716,-1.474748,2.994754,-1.648884,-1.424544,0.665372,-1.517046,-0.800450,-0.386769,0.038453,
5.460618,0.172118,0.277106,-0.087898,2.651808,-2.631002,-0.624448,1.053755,0.689214,0.702447,-0.285504,0.032768,
4.267174,0.444853,-0.045481,0.668200,3.448190,-0.229815,2.057248,1.875233,0.913236,-0.372053,-0.547074,0.000175,
2.947968,1.487111,1.812360,0.872014,1.332798,-0.201204,0.875377,-0.042077,0.606302,0.124156,0.121284,0.060317,
4.983062,2.673143,2.196881,1.462711,6.970984,-0.883383,0.209787,-0.368718,-0.121047,-0.044335,-0.681816,0.039546,
-0.248334,-1.751961,1.877409,1.451387,-0.222399,-1.358128,2.117016,1.393883,1.131604,0.644498,0.044131,-0.008528,
4.497564,1.392227,-0.969844,-2.010565,3.711113,2.203673,1.607662,1.742004,0.406517,0.191590,-0.008301,-0.076846,
2.848761,1.568074,2.118248,0.912265,1.616438,0.642270,1.632343,0.614489,0.385681,0.115162,0.252487,0.068610,
4.466842,1.002101,0.592780,-1.082738,2.726544,-1.193896,1.962045,2.109910,0.497185,0.097726,-0.307826,0.043844,
2.961804,1.553667,2.099821,1.155440,2.084331,0.237205,1.129433,0.879985,0.877986,0.355838,0.264166,0.077116,
3.328712,0.884557,1.292479,0.982666,3.031586,0.729145,2.993641,1.145640,-0.083947,0.288862,-0.065486,0.067435,
2.501106,1.588361,1.524387,1.154662,1.410604,0.948564,1.116628,0.762580,1.482961,-0.023142,0.277366,0.046941,
5.076226,2.984910,3.072459,-0.792745,4.439602,1.617714,0.406153,-0.660582,0.412958,-0.307934,-0.210371,0.092754,
-1.003615,-1.854085,2.888483,3.630033,1.534721,-0.999660,1.642545,0.660927,0.420227,0.424302,0.066651,0.046160,
1.002518,0.082883,-0.613651,-1.235340,1.188527,0.765393,1.662966,0.025504,0.284972,0.141370,0.177308,0.032006,
4.026425,2.743767,2.844342,2.597634,3.513428,0.890408,0.814217,0.641203,0.512266,-0.032809,0.210295,0.071974,
5.995535,1.956623,1.438008,-1.890058,2.992369,-1.836966,0.073242,1.504191,-0.585479,-0.149549,-0.481791,0.007994,
4.901071,2.630516,1.456781,0.999969,3.189060,0.402022,-0.133885,0.999717,-0.202876,-0.183816,0.169128,0.071534,
4.064913,0.158360,-0.369662,0.258388,4.897063,0.730277,1.665727,2.140232,0.155219,0.144406,-0.359340,-0.014380,
2.918370,1.649675,2.009611,1.133658,2.124640,0.995741,0.836360,0.106508,0.788737,0.179002,0.254205,0.067232,
5.015387,2.553941,3.625084,-1.071907,6.335646,-0.310885,-0.425425,1.201178,-1.091163,-0.330996,-0.284126,-0.001105,
-0.813997,-1.375001,2.967767,2.795070,0.138427,-0.051956,1.172148,1.092254,1.643932,-0.637927,0.293715,0.095587,
2.908728,1.103183,-1.842907,-0.070603,4.280898,2.771871,1.633966,2.477137,0.139854,-0.552355,0.204959,-0.051687,
3.303759,1.861602,2.178791,1.630324,2.690544,1.760513,1.946759,0.609804,0.607127,0.374631,0.364125,0.107410,
2.611323,1.471108,0.922169,0.974368,2.026879,-0.468650,2.408343,0.652297,1.637497,0.177301,-0.128243,0.026398,
2.996801,1.666636,2.066761,1.292927,2.155672,1.049920,1.997350,1.203309,1.093278,0.285445,0.287482,0.087729,
3.562019,1.430857,0.990818,1.223611,3.321313,2.198993,2.119520,1.605792,0.734399,0.005785,0.023051,0.070280,
2.712686,1.466710,2.130560,1.151610,1.361612,1.174749,1.775768,0.208543,1.014615,0.349673,0.268493,0.071949,
4.790208,2.472586,3.144221,0.729672,5.339436,1.043977,-1.163013,0.918713,0.303256,-0.542006,0.042012,-0.071295,
1.166368,-1.044798,2.152947,3.441378,2.088786,-1.230273,0.610245,0.949579,1.434632,0.063206,0.014139,0.092066,
1.976045,1.336757,0.512614,0.691457,1.249452,1.007315,1.132726,1.939809,0.427377,-0.105745,0.250707,0.002066,
-0.621670,0.344995,2.642115,3.574247,2.553270,1.995779,1.352020,1.183147,1.577654,0.097350,0.274634,0.106705,
